constituency,count,candidate_id,candidate,incumbent,party,votes,status,seats,quota,turnout,tvp,spoilt,electorate,,,,,,,,,,,,,,,,,
Midlands-North-West,6,Lukeming Flanagan,Luke 'Ming' Flanagan,FALSE,IND,"129,561",elected,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,6,matt carthy,Matt Carthy,FALSE,SF,"127,135",running,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,6,mairead mcguinness,Mairead McGuinness,TRUE,FG,,elected,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,6,marian harkin,Marian Harkin,TRUE,IND,"99,843",running,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,6,patthecope gallagher,"Pat ""the Cope"" Gallagher",FALSE,FF,"68,440",running,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,6,thomas byrne,Thomas Byrne,FALSE,FF,"64,057",eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,6,jim higgins,Jim Higgins,TRUE,FG,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,6,ronan mullen,Rónán Mullen,FALSE,IND,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,6,lorraine higgins,Lorraine Higgins,FALSE,LAB,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,6,mark dearey,Mark Dearey,FALSE,GP,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,6,ben gilroy,Ben Gilroy,FALSE,IND,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,6,mark fitzsimons,Mark Fitzsimons,FALSE,IND,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,6,tj fay,T.J. Fay,FALSE,IND,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,6,cordelia nicfhearraigh,Cordelia Níc Fhearraigh,FALSE,FS,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,7,Lukeming Flanagan,Luke 'Ming' Flanagan,FALSE,IND,"129,561",elected,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,7,matt carthy,Matt Carthy,FALSE,SF,"135,046",elected,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,7,mairead mcguinness,Mairead McGuinness,TRUE,FG,,elected,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,7,marian harkin,Marian Harkin,TRUE,IND,"105,501",running,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,7,patthecope gallagher,"Pat ""the Cope"" Gallagher",FALSE,FF,"102,915",running,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,7,thomas byrne,Thomas Byrne,FALSE,FF,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,7,jim higgins,Jim Higgins,TRUE,FG,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,7,ronan mullen,Rónán Mullen,FALSE,IND,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,7,lorraine higgins,Lorraine Higgins,FALSE,LAB,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,7,mark dearey,Mark Dearey,FALSE,GP,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,7,ben gilroy,Ben Gilroy,FALSE,IND,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,7,mark fitzsimons,Mark Fitzsimons,FALSE,IND,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,7,tj fay,T.J. Fay,FALSE,IND,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,7,cordelia nicfhearraigh,Cordelia Níc Fhearraigh,FALSE,FS,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,8,Lukeming Flanagan,Luke 'Ming' Flanagan,FALSE,IND,,elected,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,8,matt carthy,Matt Carthy,FALSE,SF,,elected,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,8,mairead mcguinness,Mairead McGuinness,TRUE,FG,,elected,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,8,marian harkin,Marian Harkin,TRUE,IND,"106,520",elected,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,8,patthecope gallagher,"Pat ""the Cope"" Gallagher",FALSE,FF,"106,245",running,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,8,thomas byrne,Thomas Byrne,FALSE,FF,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,8,jim higgins,Jim Higgins,TRUE,FG,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,8,ronan mullen,Rónán Mullen,FALSE,IND,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,8,lorraine higgins,Lorraine Higgins,FALSE,LAB,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,8,mark dearey,Mark Dearey,FALSE,GP,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,8,ben gilroy,Ben Gilroy,FALSE,IND,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,8,mark fitzsimons,Mark Fitzsimons,FALSE,IND,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,8,tj fay,T.J. Fay,FALSE,IND,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Midlands-North-West,8,cordelia nicfhearraigh,Cordelia Níc Fhearraigh,FALSE,FS,,eliminated,4,129290,663703,646445,17258,1202997,,,,,,,,,,,,,,,,,
Northern Ireland,1,martina anderson,Martina Anderson,FALSE,SF,"159,813",elected,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,1,diane dodds,Diane Dodds,TRUE,DUP,"131,163",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,1,jim nicholson,Jim Nicholson,TRUE,UUP,"83,438",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,1,alex attwood,Alex Attwood,FALSE,SDLP,"81,594",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,1,jim allister,Jim Allister,FALSE,TUV,"75,806",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,1,anna lo,Anna Lo,FALSE,AP,"44,432",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,1,henry reilly,Henry Reilly,FALSE,UKIP,"24,584",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,1,ross brown,Ross Brown,FALSE,GP,"10,598",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,1,tina mckenzie,Tina McKenzie,FALSE,NI21,"10,553",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,1,mark brotherston,Mark Brotherston,FALSE,CON,"4,144",eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,2,martina anderson,Martina Anderson,FALSE,SF,"159,813",elected,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,2,diane dodds,Diane Dodds,TRUE,DUP,"131,831",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,2,jim nicholson,Jim Nicholson,TRUE,UUP,"84,418",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,2,alex attwood,Alex Attwood,FALSE,SDLP,"81,790",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,2,jim allister,Jim Allister,FALSE,TUV,"76,182",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,2,anna lo,Anna Lo,FALSE,AP,"44,978",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,2,henry reilly,Henry Reilly,FALSE,UKIP,"24,914",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,2,ross brown,Ross Brown,FALSE,GP,"10,923",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,2,tina mckenzie,Tina McKenzie,FALSE,NI21,"10,823",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,2,mark brotherston,Mark Brotherston,FALSE,CON,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,3,martina anderson,Martina Anderson,FALSE,SF,,elected,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,3,diane dodds,Diane Dodds,TRUE,DUP,"131,845",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,3,jim nicholson,Jim Nicholson,TRUE,UUP,"84,426",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,3,alex attwood,Alex Attwood,FALSE,SDLP,"83,845",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,3,jim allister,Jim Allister,FALSE,TUV,"76,195",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,3,anna lo,Anna Lo,FALSE,AP,"45,292",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,3,henry reilly,Henry Reilly,FALSE,UKIP,"24,945",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,3,ross brown,Ross Brown,FALSE,GP,"11,038",eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,3,tina mckenzie,Tina McKenzie,FALSE,NI21,"10,862",eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,3,mark brotherston,Mark Brotherston,FALSE,CON,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,4,martina anderson,Martina Anderson,FALSE,SF,,elected,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,4,diane dodds,Diane Dodds,TRUE,DUP,"133,465",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,4,jim nicholson,Jim Nicholson,TRUE,UUP,"86,672",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,4,alex attwood,Alex Attwood,FALSE,SDLP,"87,028",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,4,jim allister,Jim Allister,FALSE,TUV,"77,065",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,4,anna lo,Anna Lo,FALSE,AP,"53,953",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,4,henry reilly,Henry Reilly,FALSE,UKIP,"26,017",eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,4,ross brown,Ross Brown,FALSE,GP,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,4,tina mckenzie,Tina McKenzie,FALSE,NI21,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,4,mark brotherston,Mark Brotherston,FALSE,CON,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,5,martina anderson,Martina Anderson,FALSE,SF,,elected,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,5,diane dodds,Diane Dodds,TRUE,DUP,"139,791",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,5,jim nicholson,Jim Nicholson,TRUE,UUP,"92,301",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,5,alex attwood,Alex Attwood,FALSE,SDLP,"88,147",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,5,jim allister,Jim Allister,FALSE,TUV,"84,438",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,5,anna lo,Anna Lo,FALSE,AP,"55,347",eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,5,henry reilly,Henry Reilly,FALSE,UKIP,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,5,ross brown,Ross Brown,FALSE,GP,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,5,tina mckenzie,Tina McKenzie,FALSE,NI21,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,5,mark brotherston,Mark Brotherston,FALSE,CON,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,6,martina anderson,Martina Anderson,FALSE,SF,,elected,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,6,diane dodds,Diane Dodds,TRUE,DUP,"143,009",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,6,jim nicholson,Jim Nicholson,TRUE,UUP,"99,260",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,6,alex attwood,Alex Attwood,FALSE,SDLP,"112,822",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,6,jim allister,Jim Allister,FALSE,TUV,"86,020",eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,6,anna lo,Anna Lo,FALSE,AP,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,6,henry reilly,Henry Reilly,FALSE,UKIP,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,6,ross brown,Ross Brown,FALSE,GP,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,6,tina mckenzie,Tina McKenzie,FALSE,NI21,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,6,mark brotherston,Mark Brotherston,FALSE,CON,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,7,martina anderson,Martina Anderson,FALSE,SF,,elected,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,7,diane dodds,Diane Dodds,TRUE,DUP,"179,302",elected,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,7,jim nicholson,Jim Nicholson,TRUE,UUP,"135,993",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,7,alex attwood,Alex Attwood,FALSE,SDLP,"114,981",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,7,jim allister,Jim Allister,FALSE,TUV,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,7,anna lo,Anna Lo,FALSE,AP,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,7,henry reilly,Henry Reilly,FALSE,UKIP,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,7,ross brown,Ross Brown,FALSE,GP,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,7,tina mckenzie,Tina McKenzie,FALSE,NI21,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,7,mark brotherston,Mark Brotherston,FALSE,CON,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,8,martina anderson,Martina Anderson,FALSE,SF,,elected,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,8,diane dodds,Diane Dodds,TRUE,DUP,,elected,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,8,jim nicholson,Jim Nicholson,TRUE,UUP,"158,212",elected,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,8,alex attwood,Alex Attwood,FALSE,SDLP,"115,273",running,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,8,jim allister,Jim Allister,FALSE,TUV,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,8,anna lo,Anna Lo,FALSE,AP,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,8,henry reilly,Henry Reilly,FALSE,UKIP,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,8,ross brown,Ross Brown,FALSE,GP,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,,,,,,,,,,,,
Northern Ireland,8,tina mckenzie,Tina McKenzie,FALSE,NI21,,eliminated,3,156532,635927,626125,9968,1226771,,Party,,Candidate,FPv%,Count,,,,,,,,,,,
Northern Ireland,8,mark brotherston,Mark Brotherston,FALSE,CON,,eliminated,3,156532,635927,626125,9968,1226771,,,,,,1,2,3,4,5,6,7,8,9,10,11,12
South,1,brian crowley,Brian Crowley,TRUE,FF,"180,329",elected,4,131500,679296,657498,21798,1221683,,,Fianna Fáil,Brian Crowley[*],27.4,"180,329",,,,,,,,,,,
South,1,liadh niriada,Liadh Ní Riada,FALSE,SF,"125,309",running,4,131500,679296,657498,21798,1221683,,,Sinn Féin,Liadh Ní Riada,19.1,"125,309","129,957","130,840","132,590",,,,,,,,
South,1,sean kelly,Seán Kelly,TRUE,FG,"83,520",running,4,131500,679296,657498,21798,1221683,,,Fine Gael,Seán Kelly[*],12.7,"83,520","92,042","92,355","92,758","93,106","94,266","95,683","95,736","98,646","106,068","113,311","121,566"
South,1,simon harris,Simon Harris,FALSE,FG,"51,483",running,4,131500,679296,657498,21798,1221683,,,Fine Gael,Simon Harris,7.8,"51,483","53,912","54,161","54,511","55,273","56,050","56,691","56,738","59,056","63,536","66,061","70,808"
South,1,deirdre clune,Deirdre Clune,FALSE,FG,"47,453",running,4,131500,679296,657498,21798,1221683,,,Fine Gael,Deirdre Clune,7.2,"47,453","51,850","52,097","52,295","52,798","54,081","55,293","55,340","58,311","64,889","69,009","74,370"
South,1,diarmuid oflynn,Diarmuid O'Flynn,FALSE,IND,"30,323",running,4,131500,679296,657498,21798,1221683,,,Independent,Diarmuid O'Flynn,4.6,"30,323","31,649","33,311","34,840","36,198","38,960","43,628","44,023","48,125","51,387",,
South,1,phil prendergast,Phil Prendergast,TRUE,LAB,"30,317",running,4,131500,679296,657498,21798,1221683,,,Labour,Phil Prendergast[†],4.6,"30,317","32,360","32,664","33,147","33,560","34,150","34,874","34,939","42,213",,,
South,1,kieran hartley,Kieran Hartley,FALSE,FF,"29,987",running,4,131500,679296,657498,21798,1221683,,,Fianna Fáil,Kieran Hartley,4.6,"29,987","50,349","50,653","50,953","51,475","52,481","54,475","54,559","56,746","59,722","64,357",
South,1,grace osullivan,Grace O'Sullivan,FALSE,GP,"27,860",running,4,131500,679296,657498,21798,1221683,,,Green,Grace O'Sullivan,4.2,"27,860","29,360","29,999","31,075","31,962","32,829","34,443","34,607",,,,
South,1,theresa heaney,Theresa Heaney,FALSE,IND,"13,569",running,4,131500,679296,657498,21798,1221683,,,Catholic Democrats,Theresa Heaney,2.1,"13,569","14,677","15,159","15,655","17,016","19,114",,,,,,
South,1,richard cahill,Richard Cahill,FALSE,IND,"10,719",running,4,131500,679296,657498,21798,1221683,,,Independent,Richard Cahill,1.6,"10,719","11,661","12,408","13,152","15,310",,,,,,,
South,1,jan vandeven,Jan van de Ven,FALSE,IND,"9,255",running,4,131500,679296,657498,21798,1221683,,,Direct Democracy,Jan van de Ven,1.4,"9,255","9,586","10,125",,,,,,,,,
South,1,jilian godsil,Jilian Godsil,FALSE,IND,"9,179",running,4,131500,679296,657498,21798,1221683,,,Independent,Jillian Godsil,1.4,"9,179","9,829","10,607","11,531",,,,,,,,
South,1,peter oloughlin,Peter O'Loughlin,FALSE,IND,"6,561",running,4,131500,679296,657498,21798,1221683,,,Independent,Peter O'Loughlin,1,"6,561","7,000",,,,,,,,,,
South,1,donal oriordain,Dónal Ó Ríordáin,FALSE,FS,"1,634",running,4,131500,679296,657498,21798,1221683,,,Fís Nua,Dónal Ó Ríordáin,0.2,"1,634","1,766",,,,,,,,,,
South,2,brian crowley,Brian Crowley,TRUE,FF,,elected,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,2,liadh niriada,Liadh Ní Riada,FALSE,SF,"129,957",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
South,2,sean kelly,Seán Kelly,TRUE,FG,"92,042",running,4,131500,679296,657498,21798,1221683,,,,,,,,,,,,,,,,,
